what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.web,1.1.300.v200901261500,"org.eclipse.wst.web",1255484019941
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1255484019941
started,bundle,org.eclipse.wst.xml.core,1.1.400.v200904300540,"org.eclipse.wst.xml.core",1255484019941
started,bundle,org.eclipse.mylyn.bugzilla.core,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.bugzilla.core",1255484019941
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.bugzilla.ui",1255484019941
started,bundle,org.eclipse.mylyn.commons.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.commons.ui",1255484019941
started,bundle,org.eclipse.mylyn.context.core,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.context.core",1255484019941
started,bundle,org.eclipse.mylyn.context.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.context.ui",1255484019941
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.monitor.ui",1255484019941
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.ui",1255484019957
started,bundle,org.eclipse.mylyn.team.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.team.ui",1255484019957
os,sysinfo,,,"win32",1255484019957
arch,sysinfo,,,"x86",1255484019957
ws,sysinfo,,,"win32",1255484019957
locale,sysinfo,,,"ko_KR",1255484019957
processors,sysinfo,,,"4",1255484019957
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1255484019957
java.runtime.version,sysinfo,,,"1.6.0_12-b04",1255484019957
java.specification.name,sysinfo,,,"Java Platform API Specification",1255484019957
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1255484019957
java.specification.version,sysinfo,,,"1.6",1255484019957
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1255484019957
java.version,sysinfo,,,"1.6.0_12",1255484019957
java.vm.info,sysinfo,,,"mixed mode",1255484019957
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1255484019957
